"","X.1","X","Code.Campaign","Date","Sampling.Location","Unique.Sample.Identifier","Sample.Type","Matrix","Volume..L.","DW..Sediment..kg.","Particle.count","Total.plastic.mass..kg.","Concentration..g.plastic.L.water.","Concentration..g.plastic.kg.dry.weight.sediment.","Sediment.type","Depth.Sample..m.","T1..START.","T2..STOP.","Tide","Unique.Particle.Identifier","Replicate..sediment.","Polymer","Match","Lenght..mm.","Width..mm.","Maximal.dimension..mm.","Weight..mg.","Color","Shape_obs","Sampling.Area","Type.of.Campaign","Sampling.Location.specific","Sampling.Area.general","LengthWidthratio","estimated.Hight..mm.","CSF","Shape_est","SizeClass","Transpar_NERC","Color_NERC","Color_NERC_Interreg","Shape_NERC","Shape_tot","Polymer_NERC","Diff_Time","T2..STOP..1","Diff_time"
"296",32141,32141,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_72",NA,"Polypropyleen",81.93,9.86,8.63,9.86,0.6,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.14252607184241,7.55343813387424,0.818843340162363,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"297",32142,32142,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_73",NA,"Polypropyleen",83.26,9.12,4.05,9.12,0.98,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.25185185185185,1.79851973684211,0.295930874373889,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"298",32143,32143,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_74",NA,"Polypropyleen",84.35,8.28,6.5,8.28,0.95,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.27384615384615,5.10265700483092,0.695543873784776,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"299",32144,32144,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_75",NA,"Polypropyleen",85.39,10.26,7.095,10.26,0.83,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.446088794926,4.90633771929825,0.57505258298527,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"300",32145,32145,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_76",NA,"Polypropyleen",86.02,10.55,6.01,10.55,0.94,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.75540765391015,3.42370616113744,0.429964914821237,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"301",32146,32146,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_77",NA,"Polypropyleen",79.12,9.755,7.13,9.755,0.52,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.36816269284712,5.21136852895951,0.624875337292055,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"302",32147,32147,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_78",NA,"Polypropyleen",88.05,8.425,4.38,8.425,0.72,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.92351598173516,2.27708011869436,0.37484895239241,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"303",32148,32148,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_79",NA,"Polypropyleen",84.56,8.61,4.55,8.61,0.93,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.89230769230769,2.40447154471545,0.384160199107884,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"304",32149,32149,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_8",NA,"Polyether urethane-polypropylene oxide - methylene",85.55,55.5,20.09,55.5,235,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.76256844201095,7.27221801801802,0.217786236693468,"Non-filaments","SC6","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"305",32150,32150,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_80",NA,"Polypropyleen",82.7,12.235,5.61,12.235,0.7,"WHITE","Foil","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.18092691622103,2.57230077646097,0.310483361237864,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",5,NA,NA
"306",32151,32151,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_81",NA,"Polystyreen",94.32,63.965,16.44,63.965,148,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.89081508515815,4.22533573047761,0.130298409195239,"Non-filaments","SC6","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"307",32152,32152,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_82",NA,"Polystyreen",NA,41.46,28.34,41.46,558,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.46294989414255,19.371818620357,0.565139707145493,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"308",32153,32153,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_83",NA,"Polystyreen",NA,55.08,21.83,55.08,507,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.52313330279432,8.65194081336238,0.24951100539896,"Non-filaments","SC6","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"309",32154,32154,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_84",NA,"Polystyreen",NA,37.96,32.31,37.96,439,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.17486846177654,27.5009510010537,0.785264801870671,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"310",32155,32155,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_85",NA,"Polystyreen",NA,43.22,26.04,43.22,372,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.65975422427035,15.6890698750578,0.467664415764464,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"311",32156,32156,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_86",NA,"Polystyreen",NA,47.9,31.77,47.9,380,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.50771167768335,21.0716680584551,0.540160163566648,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"312",32157,32157,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_87",NA,"Polystyreen",NA,39.27,22.94,39.27,212,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.71185701830863,13.4006518971225,0.446476668007612,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"313",32158,32158,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_88",NA,"Polystyreen",NA,39.815,12.98,39.815,112,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.06741140215716,4.23158106241366,0.18614096394233,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"314",32159,32159,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_89",NA,"Polystyreen",NA,32.615,14.61,32.615,110,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.23237508555784,6.54459911083857,0.299812164357599,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"315",32160,32160,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_9",NA,"Polyether urethane-polypropylene oxide - methylene",74.56,36.66,24.835,36.66,307,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.47614254076908,16.8242560010911,0.557580472497098,"Non-filaments","SC5","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"316",32161,32161,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_90",NA,"Polystyreen",NA,31.82,19.67,31.82,232,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.6176919166243,12.1592991829038,0.486022390204603,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"317",32162,32162,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_91",NA,"Polystyreen",NA,23.005,26.545,26.545,181,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",0.866641552081371,30.6297337535318,1.2394834666047,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"318",32163,32163,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_92",NA,"Polystyreen",NA,27.99,16.37,27.99,60,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.70983506414172,9.57402286530904,0.447268869149564,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"319",32164,32164,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_93",NA,"Polystyreen",NA,24.32,17.495,24.32,106,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.39011146041726,12.5853217516447,0.610134474007523,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"320",32165,32165,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_94",NA,"Polystyreen",NA,23.24,18.29,23.24,80,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.27063969382176,14.3943244406196,0.698178342129882,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"321",32166,32166,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_95",NA,"Polystyreen",NA,23.78,11.94,23.78,72,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.99162479061977,5.99510513036165,0.355785885268131,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"322",32167,32167,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_96",NA,"Polystyreen",NA,25.77,14.13,25.77,127,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.82377919320594,7.74764842840512,0.406014566497334,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"323",32168,32168,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_97",NA,"Polystyreen",NA,32.255,9.03,32.255,41,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.57198228128461,2.52800806076577,0.148127623799842,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"324",32169,32169,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_98",NA,"Polystyreen",NA,21.32,11.895,21.32,42,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.79234972677596,6.63653963414634,0.416740654084778,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"325",32170,32170,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_99",NA,"Polystyreen",NA,28.035,17.945,28.035,76,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.56227361382001,11.4864642411272,0.512111293491194,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"326",32171,32171,"SH_20_01a","2020-10-15","River Scheldt (Doel)","MAC_W_030","Macroplastics (> 5 mm)","Water",25016,NA,1,0.111,0.00000443725,NA,NA,1,"1899-12-31 17:55:00","1899-12-31 18:05:00",NA,"MAC_W_030_1",NA,"Polypropyleen",NA,111,NA,111,11.1,"ORANGE","ND","River Scheldt","Spotsampling","Doel","River Scheldt (Downstream)",NA,NA,NA,NA,"SC7","opaque","ORANGE","ORANGE/RED/PURPLE/PINK","Undefined micro-litter items","Undefined micro-litter items","polypropylene",10,NA,NA
"327",32172,32172,"SH_20_01a","2020-10-15","River Scheldt (Antwerpen)","MAC_W_031","Macroplastics (> 5 mm)","Water",18806,NA,0,0,0,NA,NA,1,"1899-12-31 13:23:00","1899-12-31 13:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River Scheldt","Spotsampling","Antwerp","River Scheldt (Upstream)",NA,NA,NA,NA,NA,NA,NA,"UNDEFINED",NA,NA,NA,7,NA,NA
"328",32173,32173,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_1",NA,"Polypropyleen",87.94,20.85,9.33,20.85,11,"WHITE","Foil","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",2.23472668810289,4.1750071942446,0.299339050435996,"Non-filaments","SC5","opaque","WHITE/CREAM","WHITE/CREAM","films","films","polypropylene",10,NA,NA
"329",32174,32174,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_10",NA,"Polyethyleen",93.29,3.495,2.66,3.495,24,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.31390977443609,2.0244921316166,0.6639749345843,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"330",32175,32175,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_11",NA,"Polypropyleen",87.76,4.175,1.095,4.175,16,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",3.81278538812785,0.287191616766467,0.134318693564542,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polypropylene",10,NA,NA
"331",32176,32176,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_12",NA,"Polyethyleen",77.3,3.755,3.39,3.755,24,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.10766961651917,3.0604793608522,0.857797221730762,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"332",32177,32177,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_13",NA,"Polyethyleen",92.71,3.115,0.63,3.115,12,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",4.94444444444444,0.127415730337079,0.0909544072039922,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"333",32178,32178,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_14",NA,"Polyethyleen",91.44,4.05,2.84,4.05,26,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.42605633802817,1.99150617283951,0.587212071936611,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"334",32179,32179,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_15",NA,"Polyethyleen",89.39,3.865,1.76,3.865,19,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",2.19602272727273,0.801448900388098,0.307287401069431,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"335",32180,32180,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_16",NA,"Polypropyleen",87.66,3.375,2.72,3.375,25,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.24080882352941,2.19211851851852,0.723506921674926,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polypropylene",10,NA,NA
"336",32181,32181,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_17",NA,"Polypropyleen",83.28,4.72,2.97,4.72,22,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.58922558922559,1.86883474576271,0.499139197026143,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polypropylene",10,NA,NA
"337",32182,32182,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_18",NA,"Polyethyleen",92.28,3.95,3.04,3.95,26,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.29934210526316,2.33964556962025,0.675172479718129,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"338",32183,32183,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_19",NA,"Polyethyleen",93.82,4.21,1.85,4.21,27,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",2.27567567567568,0.812945368171021,0.291295951572969,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"339",32184,32184,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_2",NA,"Polystyreen",89.48,8.52,5.86,8.52,0.63,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.45392491467577,4.03046948356808,0.570409870289049,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",10,NA,NA
"340",32185,32185,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_20",NA,"Polyethyleen",91.29,3.805,2.78,3.805,31,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.36870503597122,2.03111695137976,0.624503968085512,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
"341",32186,32186,"AW_21_02","2021-06-16","Port of Antwerp (Doeldok)","MAC_W_032","Macroplastics (> 5 mm)","Water",24368,NA,2,0.01163,0.000000477275,NA,NA,1,"1899-12-31 11:05:00","1899-12-31 11:15:00",NA,"MAC_W_032_21",NA,"Polyethyleen",80.36,2.84,1.78,2.84,24,"WHITE","Pellet","Port of Antwerp","Spotsampling","Doeldok","Port of Antwerp",1.59550561797753,1.1156338028169,0.496195125315823,"Non-filaments","SC3","opaque","WHITE/CREAM","WHITE/CREAM","pellets","pellets","polyethylene",10,NA,NA
