"","PP_total_conc","PE_total_conc","PES_total_conc","PS_total_conc","PAM_total_conc","Others_total_conc","Unknown_pm_total_conc","SC1_total_conc","SC2_total_conc","SC3_total_conc","SC4_total_conc","SC5_total_conc","Loc_total_conc","avgLWratio","clust","Unique.Sample.Identifier"
"MIC_W_088",3.49220402341252,0.295115832964439,0.393487777285918,1.27883527617923,0.0983719443214795,0,0,4.13162166150214,0.983719443214795,0.393487777285918,0.0491859721607398,0,5.55801485416359,2.50383729945685,"1","MIC_W_088"
"MIC_W_096",7.40740740740741,13.2387706855792,5.04334121355398,50.2758077226162,0.945626477541371,0,0,62.8841607565012,14.026792750197,0,0,0,76.9109535066982,2.19080364766468,"3","MIC_W_096"
"MIC_W_104",1.65425971877585,0.551419906258616,0,17.2778237294366,0.551419906258616,0,0,17.4616303648562,2.57329289587354,0,0,0,20.0349232607297,2.03519447917126,"1","MIC_W_104"
"MIC_W_116",8.66040169522757,1.84263865855906,2.76395798783858,115.533443891653,0.184263865855906,0,0,101.897917818316,26.7182605491063,0.368527731711811,0,0,128.984706099134,1.91586496423338,"3","MIC_W_116"
"MIC_W_117",11.4695340501792,5.25686977299881,0.4778972520908,150.059737156511,0.4778972520908,0,0,146.714456391876,21.0274790919952,0,0,0,167.741935483871,1.76778079234523,"3","MIC_W_117"
"MIC_W_118",9.66183574879227,4.37083045778698,19.7837589141937,45.778697952611,0.460087416609156,0,0,70.3933747412008,9.43179204048769,0.230043708304578,0,0,80.0552104899931,1.80797579998542,"3","MIC_W_118"
"MIC_W_143",12.8071997230876,2.76912426445137,0.346140533056421,140.879196953963,11.7687781239183,0,0,118.03392177224,49.4980962270682,1.03842159916926,0,0,168.570439598477,2.1334165121679,"3","MIC_W_143"
"MIC_W_144",4.57464590481218,1.05568751649512,1.05568751649512,6.68602093780241,0.351895838831706,0,0,7.91765637371338,5.63033342130729,0.175947919415853,0,0,13.7239377144365,2.11043213227569,"1","MIC_W_144"
"MIC_W_145",0.798212005108557,0.0798212005108557,0,0,0,0,0,0.239463601532567,0.55874840357599,0.0798212005108557,0,0,0.878033205619413,2.05028141894206,"1","MIC_W_145"
"MIC_W_146",0.480653689017063,0,0.106811930892681,0,0,0,0,0.267029827231702,0.320435792678042,0,0,0,0.587465619909744,3.60534543543316,"1","MIC_W_146"
"MIC_W_148",7.24383689683374,0.934688631849515,0,0.934688631849515,3.73875452739806,0.233672157962379,0,7.47750905479612,4.90711531720995,0.701016473887136,0,0,13.0856408458932,2.13761416610719,"1","MIC_W_148"
"MIC_W_149",13.960113960114,5.12820512820513,8.54700854700855,70.6552706552707,3.7037037037037,0.854700854700855,0,93.1623931623932,9.68660968660969,0,0,0,102.849002849003,2.39023767343537,"3","MIC_W_149"
"MIC_W_150",4.46998722860792,6.70498084291188,1.59642401021711,53.9591315453384,58.4291187739464,0,0,98.6590038314176,24.2656449553001,2.23499361430396,0,0,125.159642401022,2.2991103293458,"3","MIC_W_150"
"MIC_W_156",1.69894665307509,0.113263110205006,0.283157775512516,17.8389398572885,0.226526220410012,0,0,16.7063087552384,3.39789330615019,0.0566315551025031,0,0,20.1608336164911,2.01102870679054,"1","MIC_W_156"
"MIC_W_157",11.34839574951,1.44434127721036,43.5365727844836,92.9536779118952,0.309501702259362,0,0,133.292066439699,16.3004229856598,0,0,0,149.592489425358,2.17979452727079,"3","MIC_W_157"
"MIC_W_158",27.972027972028,3.75550375550376,0.777000777000777,156.954156954157,4.4030044030044,0,0,150.608650608651,42.994042994043,0.259000259000259,0,0,193.861693861694,2.01940604634718,"3","MIC_W_158"
"MIC_W_159",16.7213627129239,7.26676043131739,0,121.581497108923,0.156274417877793,0,0,132.286294733552,13.3614627285513,0.0781372089388967,0,0,145.725894671042,2.28608747353692,"3","MIC_W_159"
